match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition.competition_id,competition.country_name,competition.competition_name,season.season_id,season.season_name,home_team.home_team_id,home_team.home_team_name,home_team.home_team_gender,home_team.home_team_group,home_team.managers,home_team.country.id,home_team.country.name,away_team.away_team_id,away_team.away_team_name,away_team.away_team_gender,away_team.away_team_group,away_team.managers,away_team.country.id,away_team.country.name,metadata.data_version,metadata.shot_fidelity_version,metadata.xy_fidelity_version,competition_stage.id,competition_stage.name,stadium.id,stadium.name,stadium.country.id,stadium.country.name,referee.id,referee.name,referee.country.id,referee.country.name
3788741,2021-06-11,21:00:00.000,0,3,available,available,2021-06-12T12:49:02.070,2022-08-04T12:00,1,55,Europe,UEFA Euro,43,2020,909,Turkey,male,Group A,,233,Turkey,914,Italy,male,Group A,,112,Italy,1.1.0,2,2,10,Group Stage,381,Estadio OlÃ­mpico,112,Italy,293,Danny Desmond Makkelie,160,Netherlands
3795109,2021-07-03,18:00:00.000,1,2,available,available,2021-07-04T13:05:32.832,2022-08-04T12:00,5,55,Europe,UEFA Euro,43,2020,912,Czech Republic,male,NA,,60,Czech Republic,776,Denmark,male,NA,,61,Denmark,1.1.0,2,2,11,Quarter-finals,4549,BakÄ± Olimpiya Stadionu,16,Azerbaijan,287,BjÃ¶rn Kuipers,160,Netherlands
3795187,2021-07-03,21:00:00.000,0,4,available,available,2021-07-04T16:39:20.746,2022-08-04T12:00,5,55,Europe,UEFA Euro,43,2020,911,Ukraine,male,NA,,238,Ukraine,768,England,male,NA,,68,England,1.1.0,2,2,11,Quarter-finals,381,Estadio OlÃ­mpico,112,Italy,186,Felix Brych,85,Germany
3795108,2021-07-02,18:00:00.000,1,1,available,available,2021-07-03T12:52:01.320,2022-08-04T12:00,5,55,Europe,UEFA Euro,43,2020,773,Switzerland,male,NA,,221,Switzerland,772,Spain,male,NA,,214,Spain,1.1.0,2,2,11,Quarter-finals,4726,Saint-Petersburg Stadium,188,Russia,1,Michael Oliver,68,England
3788770,2021-06-21,18:00:00.000,0,3,available,available,2021-09-26T22:04:17.453438,2022-08-04T12:00,3,55,Europe,UEFA Euro,43,2020,2358,North Macedonia,male,Group C,,135,"Macedonia, Republic of",941,Netherlands,male,Group C,,160,Netherlands,1.1.0,2,2,10,Group Stage,4815,Johan Cruijff Arena (Amsterdam),160,Netherlands,583,Istvan Kovacs,187,Romania
3795506,2021-07-11,21:00:00.000,1,1,available,available,2021-07-12T12:27:50.647,2022-08-04T12:00,7,55,Europe,UEFA Euro,43,2020,914,Italy,male,NA,,112,Italy,768,England,male,NA,,68,England,1.1.0,2,2,26,Final,4666,Wembley Stadium,68,England,287,BjÃ¶rn Kuipers,160,Netherlands
3794688,2021-06-29,18:00:00.000,2,0,available,available,2021-08-21T19:00:29.036,2022-08-04T12:00,4,55,Europe,UEFA Euro,43,2020,768,England,male,NA,,68,England,770,Germany,male,NA,,85,Germany,1.1.0,2,2,33,Round of 16,4666,Wembley Stadium,68,England,293,Danny Desmond Makkelie,160,Netherlands
3794692,2021-06-29,21:00:00.000,1,2,available,available,2021-10-09T14:22:25.560075,2022-08-04T12:00,4,55,Europe,UEFA Euro,43,2020,790,Sweden,male,NA,,220,Sweden,911,Ukraine,male,NA,,238,Ukraine,1.1.0,2,2,33,Round of 16,52986,Hampden Park,201,Scotland,269,Daniele Orsato,112,Italy
3794686,2021-06-28,18:00:00.000,3,5,available,available,2021-06-29T12:51:11.507,2022-08-04T12:00,4,55,Europe,UEFA Euro,43,2020,785,Croatia,male,NA,,56,Croatia,772,Spain,male,NA,,214,Spain,1.1.0,2,2,33,Round of 16,495,Parken,61,Denmark,581,CÃ¼neyt Ã‡akÎ¹r,233,Turkey
3794687,2021-06-27,21:00:00.000,1,0,available,available,2021-07-05T13:37:21.633,2022-08-04T12:00,4,55,Europe,UEFA Euro,43,2020,782,Belgium,male,NA,,22,Belgium,780,Portugal,male,NA,,183,Portugal,1.1.0,2,2,33,Round of 16,117374,Estadio de La Cartuja,214,Spain,186,Felix Brych,85,Germany
3794685,2021-06-26,21:00:00.000,2,1,available,available,2021-06-27T13:56:22.030,2022-08-04T12:00,4,55,Europe,UEFA Euro,43,2020,914,Italy,male,NA,,112,Italy,915,Austria,male,NA,,15,Austria,1.1.0,2,2,33,Round of 16,4666,Wembley Stadium,68,England,8,Anthony Taylor,68,England
3788774,2021-06-23,21:00:00.000,2,2,available,available,2021-09-16T22:37:38.476197,2022-08-04T12:00,3,55,Europe,UEFA Euro,43,2020,770,Germany,male,Group F,,85,Germany,916,Hungary,male,Group F,,103,Hungary,1.1.0,2,2,10,Group Stage,4867,Allianz Arena,85,Germany,725,Sergey Karasev,188,Russia
3788771,2021-06-22,21:00:00.000,3,1,available,available,2021-06-23T13:41:52.672,2022-08-04T12:00,3,55,Europe,UEFA Euro,43,2020,785,Croatia,male,Group D,,56,Croatia,942,Scotland,male,Group D,,201,Scotland,1.1.0,2,2,10,Group Stage,52986,Hampden Park,201,Scotland,1121,Fernando AndrÃ©s Rapallini,11,Argentina
3788772,2021-06-22,21:00:00.000,0,1,available,available,2021-06-23T13:36:16.640,2022-08-04T12:00,3,55,Europe,UEFA Euro,43,2020,912,Czech Republic,male,Group D,,60,Czech Republic,768,England,male,Group D,,68,England,1.1.0,2,2,10,Group Stage,4666,Wembley Stadium,68,England,2445,Artur Manuel Ribeiro Soares Dias,183,Portugal
3788768,2021-06-21,21:00:00.000,0,2,available,available,2021-06-22T13:47:34.925,2022-08-04T12:00,3,55,Europe,UEFA Euro,43,2020,1835,Finland,male,Group B,,77,Finland,782,Belgium,male,Group B,,22,Belgium,1.1.0,2,2,10,Group Stage,4726,Saint-Petersburg Stadium,188,Russia,186,Felix Brych,85,Germany
3788767,2021-06-21,18:00:00.000,0,1,available,available,2021-06-27T13:34:43.104,2022-08-04T12:00,3,55,Europe,UEFA Euro,43,2020,911,Ukraine,male,Group C,,238,Ukraine,915,Austria,male,Group C,,15,Austria,1.1.0,2,2,10,Group Stage,4365,Arena NaÅ£ionalÄƒ,187,Romania,581,CÃ¼neyt Ã‡akÎ¹r,233,Turkey
3788753,2021-06-16,15:00:00.000,0,1,available,available,2021-11-11T14:00:16.105809,2022-08-04T12:00,2,55,Europe,UEFA Euro,43,2020,1835,Finland,male,Group B,,77,Finland,796,Russia,male,Group B,,188,Russia,1.1.0,2,2,10,Group Stage,4726,Saint-Petersburg Stadium,188,Russia,293,Danny Desmond Makkelie,160,Netherlands
3788765,2021-06-20,18:00:00.000,3,1,available,available,2021-08-02T14:58:49.057,2022-08-04T12:00,3,55,Europe,UEFA Euro,43,2020,773,Switzerland,male,Group A,,221,Switzerland,909,Turkey,male,Group A,,233,Turkey,1.1.0,2,2,10,Group Stage,4549,BakÄ± Olimpiya Stadionu,16,Azerbaijan,943,Slavko VinÄiÄ‡,208,Slovenia
3788763,2021-06-19,15:00:00.000,1,1,available,available,2021-06-21T13:08:32.522,2022-08-04T12:00,2,55,Europe,UEFA Euro,43,2020,916,Hungary,male,Group F,,103,Hungary,771,France,male,Group F,,78,France,1.1.0,2,2,10,Group Stage,116551,PuskÃ¡s ArÃ©na,103,Hungary,1,Michael Oliver,68,England
3788759,2021-06-18,21:00:00.000,0,0,available,available,2021-07-14T12:59:48.602,2022-08-04T12:00,2,55,Europe,UEFA Euro,43,2020,768,England,male,Group D,,68,England,942,Scotland,male,Group D,,201,Scotland,1.1.0,2,2,10,Group Stage,4666,Wembley Stadium,68,England,180,Antonio Miguel Mateu Lahoz,214,Spain
3788758,2021-06-17,15:00:00.000,2,1,available,available,2021-06-19T12:31:42.085,2022-08-04T12:00,2,55,Europe,UEFA Euro,43,2020,911,Ukraine,male,Group C,,238,Ukraine,2358,North Macedonia,male,Group C,,135,"Macedonia, Republic of",1.1.0,2,2,10,Group Stage,4365,Arena NaÅ£ionalÄƒ,187,Romania,1121,Fernando AndrÃ©s Rapallini,11,Argentina
3788757,2021-06-17,18:00:00.000,1,2,available,available,2021-07-24T16:17:22.251,2022-08-04T12:00,2,55,Europe,UEFA Euro,43,2020,776,Denmark,male,Group B,,61,Denmark,782,Belgium,male,Group B,,22,Belgium,1.1.0,2,2,10,Group Stage,495,Parken,61,Denmark,287,BjÃ¶rn Kuipers,160,Netherlands
3788745,2021-06-13,15:00:00.000,1,0,available,available,2021-07-19T16:25:28.955,2022-08-04T12:00,1,55,Europe,UEFA Euro,43,2020,768,England,male,Group D,,68,England,785,Croatia,male,Group D,,56,Croatia,1.1.0,2,2,10,Group Stage,4666,Wembley Stadium,68,England,269,Daniele Orsato,112,Italy
3795107,2021-07-02,21:00:00.000,1,2,available,available,2022-02-01T17:20:34.319496,2022-08-04T12:00,5,55,Europe,UEFA Euro,43,2020,782,Belgium,male,NA,,22,Belgium,914,Italy,male,NA,,112,Italy,1.1.0,2,2,11,Quarter-finals,4867,Allianz Arena,85,Germany,943,Slavko VinÄiÄ‡,208,Slovenia
3795221,2021-07-07,21:00:00.000,2,1,available,available,2021-07-09T12:38:23.437,2022-08-04T12:00,6,55,Europe,UEFA Euro,43,2020,768,England,male,NA,,68,England,776,Denmark,male,NA,,61,Denmark,1.1.0,2,2,15,Semi-finals,4666,Wembley Stadium,68,England,293,Danny Desmond Makkelie,160,Netherlands
3794689,2021-06-26,18:00:00.000,0,4,available,available,2021-08-10T14:33:01.831,2022-08-04T12:00,4,55,Europe,UEFA Euro,43,2020,907,Wales,male,NA,,249,Wales,776,Denmark,male,NA,,61,Denmark,1.1.0,2,2,33,Round of 16,4815,Johan Cruijff Arena (Amsterdam),160,Netherlands,225,Daniel Siebert,85,Germany
3788746,2021-06-13,21:00:00.000,3,2,available,available,2021-06-14T12:58:15.673,2022-08-04T12:00,1,55,Europe,UEFA Euro,43,2020,941,Netherlands,male,Group C,,160,Netherlands,911,Ukraine,male,Group C,,238,Ukraine,1.1.0,2,2,10,Group Stage,4815,Johan Cruijff Arena (Amsterdam),160,Netherlands,186,Felix Brych,85,Germany
3794691,2021-06-28,21:00:00.000,3,3,available,available,2021-06-29T04:56:23.547,2022-08-04T12:00,4,55,Europe,UEFA Euro,43,2020,771,France,male,NA,,78,France,773,Switzerland,male,NA,,221,Switzerland,1.1.0,2,2,33,Round of 16,4365,Arena NaÅ£ionalÄƒ,187,Romania,1121,Fernando AndrÃ©s Rapallini,11,Argentina
3794690,2021-06-27,18:00:00.000,0,2,available,available,2021-06-28T12:45:34.881,2022-08-04T12:00,4,55,Europe,UEFA Euro,43,2020,941,Netherlands,male,NA,,160,Netherlands,912,Czech Republic,male,NA,,60,Czech Republic,1.1.0,2,2,33,Round of 16,116551,PuskÃ¡s ArÃ©na,103,Hungary,725,Sergey Karasev,188,Russia
3788756,2021-06-17,21:00:00.000,2,0,available,available,2021-06-19T12:26:56.636,2022-08-04T12:00,2,55,Europe,UEFA Euro,43,2020,941,Netherlands,male,Group C,,160,Netherlands,915,Austria,male,Group C,,15,Austria,1.1.0,2,2,10,Group Stage,4815,Johan Cruijff Arena (Amsterdam),160,Netherlands,2691,Orel Grinfeeld,111,Israel
3788749,2021-06-14,18:00:00.000,1,2,available,available,2021-06-15T13:11:56.412,2022-08-04T12:00,1,55,Europe,UEFA Euro,43,2020,789,Poland,male,Group E,,182,Poland,908,Slovakia,male,Group E,,207,Slovakia,1.1.0,2,2,10,Group Stage,4726,Saint-Petersburg Stadium,188,Russia,448,Ovidiu Alin HaÈ›egan,187,Romania
3788750,2021-06-14,21:00:00.000,0,0,available,available,2021-06-16T12:30:09.207,2022-08-04T12:00,1,55,Europe,UEFA Euro,43,2020,772,Spain,male,Group E,,214,Spain,790,Sweden,male,Group E,,220,Sweden,1.1.0,2,2,10,Group Stage,117374,Estadio de La Cartuja,214,Spain,943,Slavko VinÄiÄ‡,208,Slovenia
3788748,2021-06-14,15:00:00.000,0,2,available,available,2021-08-08T19:08:28.233,2022-08-04T12:00,1,55,Europe,UEFA Euro,43,2020,942,Scotland,male,Group D,,201,Scotland,912,Czech Republic,male,Group D,,60,Czech Republic,1.1.0,2,2,10,Group Stage,52986,Hampden Park,201,Scotland,225,Daniel Siebert,85,Germany
3788751,2021-06-15,21:00:00.000,1,0,available,available,2021-08-27T17:33:01.458,2022-08-04T12:00,1,55,Europe,UEFA Euro,43,2020,771,France,male,Group F,,78,France,770,Germany,male,Group F,,85,Germany,1.1.0,2,2,10,Group Stage,4867,Allianz Arena,85,Germany,2728,Carlos del Cerro Grande,214,Spain
3788752,2021-06-15,18:00:00.000,0,3,available,available,2021-06-17T16:25:36.822,2022-08-04T12:00,1,55,Europe,UEFA Euro,43,2020,916,Hungary,male,Group F,,103,Hungary,780,Portugal,male,Group F,,183,Portugal,1.1.0,2,2,10,Group Stage,116551,PuskÃ¡s ArÃ©na,103,Hungary,581,CÃ¼neyt Ã‡akÎ¹r,233,Turkey
3788742,2021-06-12,18:00:00.000,0,1,available,available,2021-06-14T12:52:32.995,2022-08-04T12:00,1,55,Europe,UEFA Euro,43,2020,776,Denmark,male,Group B,,61,Denmark,1835,Finland,male,Group B,,77,Finland,1.1.0,2,2,10,Group Stage,495,Parken,61,Denmark,8,Anthony Taylor,68,England
3788775,2021-06-23,18:00:00.000,0,5,available,available,2021-06-24T03:38:10.494,2022-08-04T12:00,3,55,Europe,UEFA Euro,43,2020,908,Slovakia,male,Group E,,207,Slovakia,772,Spain,male,Group E,,214,Spain,1.1.0,2,2,10,Group Stage,117374,Estadio de La Cartuja,214,Spain,287,BjÃ¶rn Kuipers,160,Netherlands
3788776,2021-06-23,18:00:00.000,3,2,available,available,2021-06-24T15:06:44.531,2022-08-04T12:00,3,55,Europe,UEFA Euro,43,2020,790,Sweden,male,Group E,,220,Sweden,789,Poland,male,Group E,,182,Poland,1.1.0,2,2,10,Group Stage,4726,Saint-Petersburg Stadium,188,Russia,1,Michael Oliver,68,England
3788743,2021-06-12,21:00:00.000,3,0,available,available,2021-06-13T13:10:11.602,2022-08-04T12:00,1,55,Europe,UEFA Euro,43,2020,782,Belgium,male,Group B,,22,Belgium,796,Russia,male,Group B,,188,Russia,1.1.0,2,2,10,Group Stage,4726,Saint-Petersburg Stadium,188,Russia,180,Antonio Miguel Mateu Lahoz,214,Spain
3788744,2021-06-12,15:00:00.000,1,1,available,available,2021-06-20T12:57:59.258,2022-08-04T12:00,1,55,Europe,UEFA Euro,43,2020,907,Wales,male,Group A,,249,Wales,773,Switzerland,male,Group A,,221,Switzerland,1.1.0,2,2,10,Group Stage,4549,BakÄ± Olimpiya Stadionu,16,Azerbaijan,76,ClÃ©ment Turpin,78,France
